wgi_glacier_id, glacier_name, lat, lon, total_area, area_in_state, area_exp, mean_width, mean_length, mean_depth, max_length, max_length_abl, max_length_exp, num_basins, topo_scale, mean_elev, max_elev, min_elev, min_elev_exp, mean_elev_acc, snow_line_elev, mean_elev_abl, orientation_acc, orientation_abl, primary_class 
CA2N001AD265, ,57.322,-128.761,0.03,0.03,0.03,0.4, ,10,0.4, , , , , ,1920,1829,1829,1859, , , W, W,6
CA2N001EA015, ,57.645,-131.885,0.16,0.16,0.16,0.5, ,10,0.5,0.2,0.2, , , ,1707,1250,1250,1440,1463,1341, N, N,7
CA2N001EE052, ,57.369,-130.734,0.23,0.23,0.23,0.5, ,10,0.5, , , , , ,2057,1890,1890,1981, , , SE, SE,7
CA2N001FH015, ,57.551,-131.433,0.06,0.06,0.06,0.5, ,10,0.5,0.2, , , , ,2379,2103,2103,2270, , , W, W,7
CA2N001GH374, ,57.458,-129.885,0.05,0.05,0.05,0.4, ,10,0.4, , , , , ,1780,1680,1680,1700, , , N, N,9
CA2O014AN085, ,61,-139.29,0.21,0.21,0.21,0.9, , , ,0.4,0.9, , , ,1680,1370, , , ,1520, , W,9
CA2N001CB095, ,57.4,-129.032,0.04,0.04,0.04,0.3, ,10,0.3,0.2, , , , ,2073,1951,2012,2042, , , E, E,6
CA2N001CC121, ,57.283,-129.388,0.02,0.02,0.02,0.2, ,10,0.2,0.2, , , , ,1890,1829,1829,1859, , , N, N,7
CA2N001AD237, ,57.114,-128.78,0.06,0.06,0.06,0.2, ,10,0.2,0.2, , , , ,1844,1676,1676,1768, , , N, N,6
CA2O016CC032, ,59.829,-135.473, , , ,0.6, , ,0.2,4.1,0.4, , , ,1910,1490,1550,1780,1750,1710, SW, SW,5
CA2N003BQ003, ,59.379,-137.718, , , ,0.7, , ,0.3,4.1, , , , ,1680,730,1010,1520,1370,1220, NW, W,5
CA2N001FA065, ,56.791,-131.921,0.13,0.13,0.13, , ,10, ,0.2,0.1, , , ,1100,880,880,1000, , , S, S,7
CA2N001EG057, ,57.693,-131.144,0.08,0.08,0.08,0.4, ,10,0.4, , , , , ,1905,1859,1859,1890, , , SW, SW,7
US2A00104029, ,67.933,-153.933,0.23,0.23, , , , ,1, , , ,63360, ,2010,1460, , , , , NW, NW,6
CA2O014AS031, ,61.201,-140.139,1.11,1.11,1.11, , , , , ,0.1, , , ,3000,2250,2250,2750, , , NE, NE,7
CA2N001FA250, ,56.915,-131.84,0.01,0.01,0.01,0.1, ,10,0.1,0.2, , , , ,1130,1100,1100,1115, , , SE, SE,7
CA2N001FJ035, ,57.111,-131.5,0.13,0.13,0.13,0.5, ,10,0.5,0.2, , , , ,1650,1400,1400,1524, , , NW, NW,7
CA2N001GI509, ,57.135,-130.105,0.02,0.02,0.02,0.4, ,10,0.4, , , , , ,1890,1770,1770,1830, , , N, N,7
CA2N001GF112, ,57.048,-130.711,0.57,0.57,0.57, , ,25, , ,0.1, , , ,1675,1445,1445,1520, , , NE, NE,6
CA2N001GD054, FORREST KERR GLA,56.895,-130.908,33,33,32.82,0.5, ,200,0.5,2.8,0.5, , , ,2135,700,700,1666,1250,1035, NE, E,5
CA2N003BC011, ,59.972,-138.519,1.92,1.92,1.92, , , , , ,0.1, , , ,1710,1200,1200,1520, , , N, N,7
CA2N001AD384, ,57.52,-128.816,0.02,0.02,0.02,0.4, ,10,0.4, , , , , ,1829,1799,1799,1815, , , N, N,7
CA2N001CC417, ,57.074,-129.426,0.02,0.02,0.02,0.3, ,10,0.3, , , , , ,1874,1768,1768,1829, , , NE, NE,7
US2A00207067, ,69.15,-144.9,1.24,1.24, , , , ,2.9, , , ,63360, ,2440,1620, , , , , NE, NE,5
CA2A48000255, ,62.125,-127.75, , , , , , , , , , ,250000, ,2420,1840, , , , , , ,0
CA2N001BD050, ,57.708,-129.2,0.09,0.09,0.09,0.5, ,10,0.5, , , , , ,975,825,825, , , , N, N,7
US2O00502011, ,68.233,-148.233,0.16,0.16, , , , ,0.8, , , ,63360, ,1770,1490, , , , , N, N,6
CA2N001GL047, ,56.605,-130.868,0.08,0.08,0.08,0.5, ,10,0.5,0.2, , , , ,1432,1341,1341,1387, , , N, N,6
CA2N001EA515, ,57.909,-132.273,2.37,2.37,2.37,0.2, ,25,0.2,0.2,0.4, , , ,2073,1219,1219,1829, , , SW, SW,6
CA2N001CC311, ,57.178,-129.202,0.03,0.03,0.03,0.1, ,10,0.1, , , , , ,2027,1981,1981,2012, , , N, N,7
CA2N001GM353, ,56.653,-131.576,0.09,0.09,0.09,0.2, ,10,0.2,0.2, , , , ,1450,1320,1320,1390, , , SW, SW,7
CA2N001EA014, ,57.632,-131.877,1.06,1.06,1.06,0.8, ,25,0.8,0.2,0.1, , , ,1981,1402,1402,1676, , , E, E,6
CA2N001CC112, ,57.322,-129.404,0.02,0.02,0.02,0.2, ,10,0.2,0.2, , , , ,2042,1981,1981,2012, , , NE, NE,7
CA2N001EA475, ,57.822,-132.016,0.53,0.53,0.43,0.7, ,10,0.3,0.2,0.8, , , ,2118,1311,1372,1829, , , N, N,6
CA2O00800126, ,63.375,-130.25, , , , , , , , , , ,250000, ,2350,1780, , , , , , ,0
CA2N001CB262, ,57.341,-129.191,0.05,0.05,0.05,0.2, ,10,0.2, , , , , ,2042,1920,1920,2012, , , NE, NE,6
CA2N001EA374, ,57.989,-132.485,0.5,0.5,0.5,0.9, ,25,0.9,0.2,0.1, , , ,2149,1649,1649,1829, , , SW, SW,6
CA2N003BO025, ,59.928,-137.6, , , ,0.4, , ,0.4,4.1,0.1, , , ,1890,1160,1160,1540,1390,1300, N, N,5
CA2N001BA126, ,58.221,-129.9,0.06,0.06,0.06,0.8, ,10,0.8, , , , , ,1676,1615,1615,1646, , , NE, NE,6
CA2N001GJ077, ,57.023,-130.112,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1800,1740,1740,1755, , , E, E,7
CA2N003CE004, ,59.842,-136.542, , , ,0.4, , , ,0.2,0.4, , , ,1890,1600, , , ,1690, , NE,6
US2O00601007, ,68.967,-144.017,0.36,0.36, , , , ,1, , , ,63360, ,2070,1770, , , , , N, N,6
CA2N001GJ092, ,56.967,-130.102,0.75,0.75,0.35,0.8, ,50,0.8,2.1, , , , ,2040,1590,1590,1900,1830,1740, W, W,5
CA2N001GJ219, ,56.812,-130.017,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,1740,1720,1720,1730, , , E, E,7
CA2N001EG070, ,57.661,-131.159,0.06,0.06,0.06,0.2, ,10,0.2, , , , , ,1829,1707,1707,1753, , , NW, NW,7
CA2N003CE056, ,59.935,-136.967, , , ,0.8, , , ,0.4,0.8, , , ,1680,1460, , , ,1550, , N,9
CA2N001CC731, ,57.425,-129.511,0.04,0.04,0.04,0.3, ,10,0.3,0.2, , , , ,1859,1829,1829,1844, , , S, S,7
CA2N001EA381, ,57.948,-132.417,0.18,0.18,0.18,0.5, ,10,0.5,0.2, , , , ,1372,1204,1204,1265, , , SW, SW,7
CA2N001AD129, ,57.287,-128.469,0.03,0.03,0.03,0.1, ,10,0.1,0.2, , , , ,2012,1844,1844,1890, , , N, N,7
CA2O00800076, ,63.625,-131.25, , , , , , , , , , ,250000, ,2260,1600, , , , , , ,0
CA2N001GM115, ,56.521,-131.189,0.12,0.12,0.12,0.5, ,10,0.5,0.2, , , , ,1635,1400,1400,1520, , , W, W,6
CA2O016CF011, ,60.224,-136.26, , , ,0.6, , ,0.3,0.2,0.4, , , ,2135,1920,1950,2055,2010,1980, N, N,6
US2O00503039, ,68.983,-144.033,0.49,0.49, , , , ,1.1, , , ,63360, ,2040,1920, , , , , W, W,6
CA2N001CC508, ,57.155,-129.433,0.05,0.05,0.05,0.2, ,10,0.2, , , , , ,1676,1600,1600,1615, , , NW, NW,7
CA2N001FM229, ,56.51,-131.826,0.17,0.17,0.17,0.8, ,10,0.8, , , , , ,1478,1082,1082,1295, , , N, N,6
CA2N001GF001, ,57,-130.462,4.42,4.42,4.29,0.7, ,70,0.7, ,0.3, , , ,2042,1164,1164,1665, , , N, N,5
CA2N001GM288, ,56.65,-131.425,0.08,0.08,0.08,0.4, ,10,0.4,0.2, , , , ,1595,1415,1415,1500, , , SW, SW,7
CA2N003BC009, ,60.056,-138.854,0.83,0.83,0.83,0.5, , ,0.5, , , , , ,2320,1870,1870,2060, , , NE, NE,7
CA2O014AD024, ,61.601,-138.086, , , ,0.2, , , ,0.2,0.2, , , ,1295,1215, , , ,1250, , E,9
CA2N001AD075, ,57.458,-128.437,0.08,0.08, ,0.4, ,10, ,0.2,0.4, , , ,1829,1661, , , , , W, W,9
CA2N003CE023, ,59.718,-136.76, , , ,0.9, , ,0.9,4.1,0.5, , , ,1920,1300,1460,1860,1750,1660, NW, NW,5
CA2N001CC026, ,57.318,-129.189,0.03,0.03,0.03,0.3, ,10,0.3,0.2, , , , ,2012,1981,1981,1996, , , SW, SW,7
CA2N001EC014, ,57.952,-131.932,1.3,1.3,1.3,0.5, ,25,0.5, ,0.2, , , ,1825,1650,1650,1750, , , E, E,6
CA2N001AD220, ,57.155,-128.673,0.08,0.08,0.08,0.4, ,10,0.4,0.2, , , , ,1890,1814,1814,1844, , , NW, NW,7
CA2N001CC377, ,57.07,-129.244,0.07,0.07,0.07,0.3, ,10,0.3,0.2, , , , ,1996,1905,1905,1951, , , W, W,7
CA2N003CE065, ,60.029,-137.028, , , ,0.7, , , ,0.4,0.7, , , ,1830,1650, , , ,1690, , NE,9
CA2O014AT037, ,61.419,-139.868,0.39,0.39,0.39,0.2, , ,0.1,5.1,0.2, , , ,1680,1470, , , ,1580, , NE,9
CA2N001EA056, ,57.428,-132.09,0.38,0.38,0.38,0.9, ,10,0.9, ,0.1, , , ,1615,1006,1006,1311, , , N, N,6
CA2N001GM293, ,56.624,-131.411,0.04,0.04,0.04,0.1, ,10,0.1,0.2, , , , ,1350,1270,1270,1300, , , W, W,7
CA2O016CD117, ,60.09,-136.034, , , ,0.6, , , ,0.2,0.6, , , ,1830,1720, , , ,1765, , N,9
CA2N001BA101, ,58.261,-129.765,0.05,0.05,0.05,0.2, ,10,0.2, , , , , ,1646,1524,1524,1554, , , NE, NE,6
CA2N001BC010, ,58.221,-129.408,0.23,0.23,0.23,0.7, ,10,0.7, , , , , ,2012,1661,1661,1829, , , N, N,6
CA2N003AG097, ,60.24,-136.654, , , ,0.3, , , ,0.2,0.3, , , ,1935,1835, , , ,1855, , N,6
CA2N001EE076, ,57.302,-130.768,0.13,0.13,0.13,0.7, ,10,0.7, , , , , ,1707,1524,1524,1600, , , E, E,7
CA2N001CC714, ,57.426,-129.646,0.03,0.03,0.03,0.3, ,10,0.3,0.2, , , , ,2088,2042,2042,2073, , , SE, SE,7
CA2N001GA030, ,56.758,-131.483,0.15,0.15,0.15, , ,10,0.1, ,0.1, , , ,1650,1326,1326,1500, , , S, S,6
CA2N001BA068, ,58.212,-129.587,0.3,0.3,0.3,0.5, ,10,0.5, ,0.1, , , ,1800,1550,1550,1700, , , SW, SW,6
CA2N003AG011, ,60.464,-136.562, , , ,0.4, , , ,0.2,0.4, , , ,1525,1415, , , ,1440, , NW,9
CA2N001CC732, ,57.419,-129.514,0.05,0.05,0.05,0.4, ,10,0.4,0.2, , , , ,1890,1882,1882,1886, , , SW, SW,6
US2A00211008, ,68.6,-146.667,0.26,0.26, , , , ,1, , , ,63360, ,1950,1520, , , , , N, N,6
CA2A48000162, ,62.125,-128.25, , , , , , , , , , ,250000, ,2150,1860, , , , , , ,0
US2A00206036, Fork,69.217,-144.15,5.15,5.15, , , , ,5.2, , , ,63360, ,2500,1490, , , , , S, S,5
CA2N001AA039, ,58.223,-127.818,0.27,0.27,0.23,0.6, ,10,0.5,0.2,0.1, , , ,2012,1996, , , ,2012, E, E,9
CA2N003AG089, ,60.197,-136.661, , , ,0.4, , , ,0.2,0.4, , , ,1890,1675, , , ,1735, , N,6
CA2N002FA017, ,58.946,-137.322, , , ,0.9, , ,0.9, , , , , ,2900,2070,2070,2560, , , N, N,7
CA2N003CF031, ,59.689,-136.991, , , ,0.9, , ,0.5,0.4,0.9, , , ,1830,1360,1460, , ,1580, , NE,5
CA2N002EC030, ,59.673,-136.378, , , ,0.7, , ,0.7,0.2,0.7, , , ,1620,1140,1140, , ,1310, , SE,7
CA2N001GM263, ,56.665,-131.377,0.06,0.06,0.06,0.3, ,10,0.3,0.2, , , , ,1360,1110,1110,1240, , , W, W,7
CA2N001AD345, ,57.473,-128.803,0.01,0.01,0.01,0.4, ,10,0.4, , , , , ,1935,1829,1829,1870, , , E, E,7
CA2N001GF099, ,57.011,-130.785,0.17,0.17,0.17,0.6, ,10,0.6, , , , , ,1465,1340,1340,1400, , , NE, NE,6
CA2N003BD102, ,60.029,-138.369,4.7,4.7,4.1,0.7, , ,0.6,4.2,0.4, , , ,1570,1030,1140,1390,1330,1260, E, E,5
CA2N003AI159, ,60.727,-137.699, , , ,0.9, , , ,0.2,0.9, , , ,1430,760, , , ,975, , N,9
CA2N002ED089, ,59.752,-135.712, , , ,0.3, , ,0.3,4.1, , , , ,2130,1190,1190,1740,1460,1310, W, SW,5
US2O00503040, ,69,-144.15,0.18,0.18, , , , ,0.8, , , ,63360, ,2130,1890, , , , , NW, NW,6
CA2N001GG233, ,57.409,-130.426,0.06,0.06,0.06,0.6, ,10,0.6, , , , , ,2040,1995,1995,2020, , , W, W,7
US2O90001022, ,67.417,-155.417,0.26,0.26, , , , ,0.5, , , ,63360, ,1430,1310, , , , , NW, NW,6
US2A00101063, ,68.183,-150.45,0.16,0.16, , , , ,0.3, , , ,63360, ,1830,1680, , , , , NE, NE,6
CA2N003BK030, ,60.713,-138.658,0.3,0.3, , , , ,0.1,4.1, , , , ,2410,2010, , , ,2210, , E,6
US2A00104019, ,68.233,-153.883,0.13,0.13, , , , ,0.8, , , ,63360, ,1580,1310, , , , , NE, NE,9
CA2N001AC033, ,57.568,-126.788,0.35,0.35,0.35, , ,10, , ,0.1, , , ,2225,2135,2135,2180, , , NW, NW,6
CA2O014AL198, ,60.977,-138.859,1.14,1.14,0.94,0.5, , ,0.5, ,0.1, , , ,2590,1980,1980,2290, , , NE, NE,7
CA2N001FM043, ,56.171,-131.555,0.08,0.08,0.08,0.2, ,10,0.2, , , , , ,1430,1190,1190,1310, , , SE, SE,6
CA2N001FH011, ,57.565,-131.533,0.05,0.05,0.05,0.4, ,10,0.4,0.2, , , , ,1890,1676,1676,1783, , , N, N,6
CA2N001EE047, ,57.387,-130.763,0.06,0.06,0.06,0.7, ,10,0.7, , , , , ,1676,1432,1432,1554, , , NE, NE,7
CA2N001EB013, ,57.927,-131.42,0.03,0.03,0.01,0.1, ,10,0.1,0.2,0.1, , , ,1890,1814,1879,1874, ,1859, N, N,7
US2A00207015, ,69.2,-144.25,0.98,0.98, , , , ,1.3, , , ,63360, ,2380,1580, , , , , NW, NW,6
CA2N001GE061, ,56.969,-130.428,0.09,0.09,0.09,0.6, ,10,0.6, , , , , ,1770,1480,1480,1650, , , E, E,6
US2A00102041, ,68.183,-150.817,0.28,0.28, , , , ,1.4, , , ,63360, ,2130,1550, , , , , NW, NW,6
US2A00101002, ,68.333,-149.567,0.16,0.16, , , , ,0.6, , , ,63360, ,1950,1800, , , , , NW, NW,6
CA2N001BD022, ,57.706,-129.003,0.04,0.04,0.04,0.3, ,10,0.3, , , , , ,1650,1500,1500,1600, , , NE, NE,7
CA2N001GI018, ,57.438,-129.906,0.02,0.02,0.02,0.5, ,10,0.5, , , , , ,2070,1890,1890,1950, , , S, S,7
US2A00211043, ,68.35,-148.033,0.26,0.26, , , , ,1.1, , , ,63360, ,1830,1520, , , , , N, N,6
CA2N001GJ030, ,57.071,-130.047,9.08,9.08,8.92,0.2, ,50,0.3,2.2,0.9, , , ,2160,1340,1340,1875,1710,1600, W, NW,5
CA2N001AD306, ,57.376,-128.864,0.5,0.5,0.47,0.9, ,25,0.6,0.2,0.2, , , ,2073,1798,1798,1951,1890,1859, NE, NE,6
CA2N001FG010, ,57.379,-131.947,0.24,0.24,0.23,0.7, ,10,0.7,0.2,0.1, , , ,1524,1265,1265,1356,1350,1326, S, S,6
CA2N001AC102, ,57.18,-128.118,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,2042,2012,2012,2027, , , N, N,6
CA2O014AI015, ,61.521,-138.046, , , ,0.3, , , ,0.2,0.3, , , ,1645,1525, , , ,1590, , NW,9
CA2N001FM059, ,56.617,-131.581,0.04,0.04,0.04,0.1, ,10,0.1, , , , , ,1370,1250,1250,1310, , , NE, NE,6
CA2N001EF010, ,57.429,-131.012,0.19,0.19,0.1,0.5, ,10,0.2,0.2,0.3, , , ,1920,1768,1829,1890,1859,1870, NW, W,9
CA2N001EF107, ,57.455,-131.103,0.05,0.05,0.05,0.3, ,10,0.3, , , , , ,1707,1554,1554,1585, , , N, N,7
CA2O014AT008, ,61.334,-140.006,0.11,0.11,0.11,0.5, , ,0.5,0.4,0.1, , , ,2750,2490,2490,2620,2500,2495, E, E,7
CA2N001GM049, ,56.442,-131.026,3.05,3.05,2.86,0.3, ,50,0.3,2,0.7, , , ,1760,765,765,1380,820,790, NE, NE,5
CA2N001FK019, ,57.059,-131.452,0.99,0.99,0.99,0.1, ,20,0.1,0.2,0.2, , , ,2100,1200,1200,1900, , , W, W,6
CA2N003CC008, ,60.104,-137.113, , , ,0.6, , , ,20,0.6, , , ,840,730, , , ,800, , SE,9
CA2N001AA014, ,58.356,-128.294,0.71,0.71,0.71,0.8, ,25,0.8, , , , , ,1829,1707,1707,1783, , , SW, SW,6
CA2N001GI096, ,57.359,-129.972,0.03,0.03,0.03,0.3, ,10,0.3, , , , , ,1980,1830,1830,1880, , , N, N,6
CA2N001EF034, ,57.221,-131.103,0.55,0.55,0.55,0.2, ,25,0.2,0.2,0.7, , , ,2149,1478,1478,1829,1981,1615, E, E,6
CA2N003CG076, ,59.386,-137.023, , , ,0.2, , ,0.4,4.1,0.1, , , ,1890,1220,1390,1770,1580,1510, S, S,5
CA2N001GJ252, ,56.75,-130.218,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1650,1590,1590,1600, , , NW, NW,7
CA2N003CG094, ,59.472,-137.109, , , ,0.2, , ,0.4,4.3,0.1, , , ,2100,1190,1460,1700,1620,1570, N, NW,5
CA2O016CD114, ,60.133,-136.021, , , ,0.4, , , ,0.2,0.4, , , ,1675,1495, , , ,1585, , NW,9
CA2N003BG010, ,60.257,-138.17, , , ,0.2, , ,0.9,0.4,0.9, , , ,1740,1340,1430,1640,1570,1520, N, N,6
CA2N001GI143, ,57.334,-130.046,0.9,0.9,0.84,0.2, ,25, ,0.2,0.2, , , ,1980,1780,1780,1930, ,1810, W, W,6
CA2N003BD107, ,60.057,-138.261,0.4,0.4,0.32,0.2, , ,0.9,0.4,0.5, , , ,1620,1290,1390,1570,1510,1460, SE, SE,5
CA2O014AD010, ,61.688,-137.939, , , ,0.5, , , ,0.2,0.5, , , ,1430,1240, , , ,1280, , E,9
CA2O014BC017, ,61.634,-140.126,1.33,1.33,1.33,0.7, , ,0.2,2.2,0.7, , , ,2040,1440, , , ,1615, , N,9
CA2N001CC584, ,57.199,-129.505,0.02,0.02,0.02,0.1, ,10,0.1,0.2, , , , ,2088,2073,2073,2081, , , SW, SW,7
CA2N001CC511, ,57.15,-129.463,0.06,0.06,0.06,0.2, ,10,0.2, , , , , ,1646,1524,1524,1585, , , E, E,6
CA2N001GM207, ,56.623,-131.3,0.81,0.81,0.81,0.8, ,25,0.8,0.2,0.1, , , ,1840,1135,1135,1440, , , W, W,7
CA2O014AS065, ,61.151,-140.272,0.81,0.81,0.81, , , , ,0.3,0.5, , , ,2870,2290,2290,2660,2440,2360, NE, NE,5
CA2N001GM253, ,56.644,-131.342,0.09,0.09,0.09,0.7, ,10,0.7,0.2, , , , ,1230,880,880,1030, , , NW, NW,7
CA2N001EA224, ,57.582,-132.314,0.21,0.21,0.21,0.1, ,10,0.1,0.2,0.1, , , ,1981,1158,1158,1524, , , E, E,6
CA2N001GG050, ,57.212,-130.469,0.14,0.14,0.14,0.5, ,10,0.5, , , , , ,1859,1615,1615,1710, , , N, N,6
CA2N001CC381, ,57.071,-129.297,0.02,0.02,0.02,0.2, ,10,0.2,0.2, , , , ,1920,1844,1844,1874, , , SE, SE,7
CA2N001BA132, ,58.204,-129.902,0.15,0.15,0.15, , ,10, , ,0.1, , , ,1768,1554,1554,1692, , , NW, NW,6
CA2N001GH331, ,57.486,-129.884,0.02,0.02,0.02,0.1, ,10,0.1, , , , , ,2040,2010,2010,2030, , , SW, SW,7
CA2N001EA364, ,57.899,-132.495,0.07,0.07,0.07,0.6, ,10,0.6,0.2, , , , ,1295,1173,1173,1219, , , SE, SE,7
CA2N001GH392, ,57.467,-129.923,0.2,0.2, ,0.7, ,10, ,0.2,0.7, , , ,1680,1460, , , ,1650, , NE,9
CA2O014AS061, ,61.142,-140.227,1.03,1.03,1.03,0.9, , ,0.9,0.3,0.6, , , ,2700,2200,2200,2580,2470,2340, N, N,5
CA2N003BP012, ,59.732,-137.787, , , ,0.5, , ,0.5, , , , , ,1510,1310,1310,1430, , , N, N,6
CA2N003CF102, ,59.558,-136.89, , , ,0.1, , ,0.5,4.3,0.7, , , ,2010,1100,1370,1770,1710,1580, N, N,5
CA2A48000292, ,61.875,-127.75, , , , , , , , , , ,250000, ,2420,1880, , , , , , ,0
CA2N001FC169, ,57.12,-131.867,0.15,0.15,0.15,0.4, ,10,0.4,0.2, , , , ,1560,1300,1300,1440, , , SE, SE,7
CA2N001CC270, ,57.169,-129.008,0.03,0.03,0.03,0.4, ,10,0.4, , , , , ,1920,1798,1798,1859, , , NW, NW,7
CA2O014BF101, ,61.422,-141.004,2.16,2.16,2.16,0.2, , ,0.2,0.4,0.8, , , ,2870,1710,1710,2440,2150,1950, N, N,5
CA2N003CB018, ,59.843,-137.384, , , ,0.8, , , ,0.4,0.8, , , ,1390,1260, , , ,1330, , NE,9
CA2N003AI155, ,60.694,-137.639, , , ,0.5, , ,0.4,2.1,0.6, , , ,2255,1310,1675,1920,1845,1765, E, E,5
CA2O00800113, ,63.125,-130.25, , , , , , , , , , ,250000, ,2040,1780, , , , , , ,0
CA2N001GL011, ,56.591,-130.732,0.06,0.06,0.06,0.3, ,10,0.3, , , , , ,1850,1700,1700,1775, , , SW, SW,6
CA2N001FI015, ,57.341,-131.59,0.61,0.61,0.61,0.7, ,25,0.7, , , , , ,1760,1430,1430,1650, , , E, E,6
CA2N003BQ013, ,59.382,-137.808, , , ,0.7, , ,0.7, , , , , ,1740,1430,1430,1580, , , SE, SE,7
CA2O016CD105, ,60.061,-136.001, , , ,0.5, , ,0.6,2.1, , , , ,2165,1830,1920,2040,2010,1965, NE, NE,6
CA2N001GM346, ,56.648,-131.577,0.11,0.11,0.11,0.2, ,10,0.2,0.2, , , , ,1560,1350,1350,1510, , , S, S,7
CA2N001FF035, ,57.352,-131.96,0.05,0.05,0.05,0.3, ,10,0.3, , , , , ,1966,1768,1768,1874, , , S, S,6
CA2N001FI112, ,57.194,-131.206,0.52,0.52,0.52,0.9, ,25,0.9, , , , , ,2103,1707,1707,1850, , , E, E,6
CA2N003BJ056, ,60.648,-138.525, , , ,0.6, , ,0.2,4.1,0.6, , , ,2130,1670,1830,2010,1950,1900, NW, NW,5
CA2N003CF037, ,59.679,-136.996, , , ,0.9, , , ,0.4,0.9, , , ,1770,1400, , , ,1680, , W,6
CA2N001GK092, ,56.785,-130.359,0.05,0.05,0.05,0.4, ,10,0.4, , , , , ,1420,1360,1360,1400, , , NE, NE,7
CA2N001AD378, ,57.5,-128.843,0.19,0.19,0.19,0.9, ,10,0.9, , , , , ,2195,2015,2015,2073, , , SE, SE,6
CA2N001FE002, ,57.281,-131.961,0.89,0.89,0.69, , ,25, , ,0.1, , , ,1737,900,900,1550, , , N, N,7
CA2N001GE034, ,56.951,-130.623,0.05,0.05,0.05,0.3, ,10,0.3, , , , , ,2010,1830,1830,1950, , , SW, SW,6
CA2N001GH396, ,57.46,-129.943,0.57,0.57,0.57,0.1, ,25,0.1, ,0.1, , , ,2130,1830,1830,2070, , , W, W,6
CA2N001GE023, ,56.98,-130.602,0.26,0.26,0.26,0.7, ,25,0.7, , , , , ,1680,1250,1250,1460, , , NE, NE,6
CA2N001FI165, ,57.092,-131.38,0.98,0.98,0.98,0.3, ,25,0.3, ,0.1, , , ,2088,1311,1311,1753, , , NW, NW,6
CA2N001GC002, ,56.752,-131.056,1.36,1.36,1.36,0.3, ,25,0.3,2,0.2, , , ,1829,1250,1250,1432,1300,1280, E, E,6
CA2N001GJ202, ,56.795,-130.008,0.03,0.03,0.03,0.4, ,10,0.4, , , , , ,1250,1190,1190,1215, , , NE, NE,7
CA2N001AD046, ,57.448,-128.279,0.02,0.02,0.02,0.3, ,10,0.3,0.2, , , , ,2073,1996,1996, , , , S, S,7
CA2N002ED022, ,59.747,-136.142, , , ,0.5, , ,0.5,4.2, , , , ,1980,1140,1260,1550,1460,1400, N, N,6
CA2N002EC062, ,59.734,-136.329, , , ,0.9, , ,0.8,2.1,0.9, , , ,2010,1120,1430,1740,1600,1550, NE, NE,5
CA2N001GI364, ,57.124,-129.757,0.02,0.02,0.02,0.3, ,10,0.3, , , , , ,1920,1800,1800,1860, , , N, N,7
US2O00601020, ,69.05,-143.85,1.04,1.04, , , , ,1.8, , , ,63360, ,2190,1740, , , , , NE, NE,6
CA2N003AI126, ,60.588,-137.514, , , , , , ,0.8,2.1,0.2, , , ,1950,1400,1540,1775,1645,1610, NW, N,5
CA2N001AC113, ,57.234,-128.188,0.06,0.06,0.06,0.7, ,10,0.7, , , , , ,2042,1951,1951,2012, , , NW, NW,6
CA2N003BE003, ,60.076,-138.186, , , ,0.8, , ,0.1,4.1,0.3, , , ,1680,990,1340,1570,1530,1450, N, N,6
CA2O014AT018, ,61.352,-140.084,0.05,0.05,0.05,0.4, , ,0.4,0.4,0.1, , , ,2500,2270,2270,2460,2410,2340, NE, NE,6
CA2A48000290, ,61.875,-127.75, , , , , , , , , , ,250000, ,2230,1890, , , , , , ,0
CA2N001EE050, ,57.374,-130.744,0.13,0.13,0.13,0.6, ,10,0.6, , , , , ,2073,1849,1849,1920, , , NE, NE,7
CA2N001GJ182, ,56.858,-129.926,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,1460,1450,1450,1455, , , N, N,7
CA2N001FI133, ,57.122,-131.23,3.95,3.95,3.81, , ,70,0.9,2.2, , , , ,2348,1067,1097,2025,1509,1325, NW, W,5
CA2N001GJ226, ,56.783,-130.051,0.08,0.08,0.08,0.2, ,10,0.2, , , , , ,1770,1520,1520,1650, , , N, N,7
CA2N001FG120, ,57.586,-131.777,0.11,0.11,0.11,0.8, ,10,0.8, , , , , ,1463,945,945,1219, , , SE, SE,6
CA2N001FJ043, ,57.098,-131.61,0.08,0.08,0.08,0.4, ,10,0.4,0.2, , , , ,1250,1100,1100,1189, , , N, N,7
CA2O014AS089, ,61.215,-140.27,3.31,3.31,2.86,0.5, , ,0.7,3.1,0.2, , , ,2610,2000,2130,2480,2430,2300, N, N,6
CA2N001EA025, ,57.521,-131.944,6.18,6.18,6.18,0.2, ,100,0.2,2.1,0.8, , , ,2103,1356,1463,1585,1463,1417, N, N,5
CA2O014AN044, ,60.991,-139.041,1.5,1.5,1.5,0.6, , ,0.6,0.4,0.6, , , ,2800,2500,2500, , ,2650, , SW,6
CA2O014AT036, ,61.424,-139.947,0.65,0.65,0.65, , , ,0.2,5.2, , , , ,2050,1710, , , ,1880, , S,9
CA2N001FC182, ,57.154,-131.84,0.11,0.11,0.11,0.5, ,10,0.5,0.2, , , , ,1420,1200,1200,1330, , , NE, NE,7
