wgi_glacier_id, glacier_name, lat, lon, total_area, area_in_state, area_exp, mean_width, mean_length, mean_depth, max_length, max_length_abl, max_length_exp, num_basins, topo_scale, mean_elev, max_elev, min_elev, min_elev_exp, mean_elev_acc, snow_line_elev, mean_elev_abl, orientation_acc, orientation_abl, primary_class 
CA2N001GH403, ,57.466,-129.993,0.06,0.06,0.06,0.5, ,10,0.5, , , , , ,1950,1630,1630,1740, , , NW, NW,7
CA2N001BA130, ,58.212,-129.902,0.05,0.05,0.05,0.2, ,10,0.2, , , , , ,1722,1676,1676,1707, , , W, W,6
CA2N001BF070, ,57.699,-130.636,0.16,0.16,0.11,0.5, ,10,0.5,0.2,0.1, , , ,1676,1432,1432,1615, ,1554, NE, NE,6
US2N11800010, SHAMROCK,61.05,-152.83,134.95,134.95, , , , ,26.6, , , , ,1675,2350,350, , , , , , ,5
CA2N003BH082, ,60.443,-138.345, , , ,0.9, , , ,0.4,0.9, , , ,1850,1430, , , ,1670, , S,9
CA2O016CB034, ,60.302,-135.981, , , , , , ,0.1,2.1, , , , ,1845,1600, , , ,1675, , E,9
CA2N001GJ176, ,56.866,-129.891,0.06,0.06,0.06,0.5, ,10,0.5, , , , , ,1800,1650,1650,1700, , , N, N,6
CA2O014AP003, ,60.972,-139.421,0.52,0.52,0.43,0.6, , ,0.5,0.4,0.9, , , ,2360,1920,1960,2280,2190,2060, N, NW,5
CA2O014AS093, TRAPRIDGE GLACIE,61.222,-140.333,5.49,5.49,5.29,0.5, , ,0.5,3.2,0.3, , , ,3050,2100,2100,2780,2480,2300, NE, NE,5
CA2N001FG018, ,57.389,-131.843,0.1,0.1,0.1,0.6, ,10,0.6, , , , , ,1494,1250,1250,1432, , , S, S,6
CA2N001GI300, ,57.214,-129.886,0.04,0.04,0.04,0.2, ,10,0.2, , , , , ,1890,1770,1770,1860, , , N, N,7
CA2N001FA217, ,56.895,-131.894,0.01,0.01,0.01,0.3, ,10,0.3,0.2, , , , ,850,730,730,790, , , NW, NW,7
CA2N001EF056, ,57.284,-131.115,0.65,0.65,0.65,0.2, ,25,0.2,0.2,0.5, , , ,2332,1768,1768,2103,2134,1920, SW, W,6
CA2N001BA042, ,58.272,-129.629,0.11,0.11,0.11,0.5, ,10,0.5, , , , , ,1900,1550,1550,1700, , , NE, NE,6
CA2N001GG292, ,57.382,-130.545,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,1590,1540,1540,1565, , , NE, NE,7
CA2N001GK117, ,56.737,-130.458,0.24,0.24,0.24,0.5, ,10,0.5, , , , , ,1530,1450,1450,1510, , , NE, NE,6
CA2N001GI247, ,57.284,-129.7,0.02,0.02,0.02,0.1, ,10,0.1, , , , , ,2000,1830,1830,1980, , , N, N,7
CA2O016CA040, ,60.62,-135.883, , , ,0.9, , , ,0.2,0.9, , , ,1770,1690, , , ,1720, , E,9
CA2O014AS077, ,61.206,-140.367,0.24,0.24,0.24,0.4, , ,0.4, , , , , ,2900,2750,2750,2830, , , SW, SW,6
CA2N003BK035, ,60.737,-138.66,4.81,4.81,4.18, , , ,0.4,4.3,0.3, , , ,3140,1130,1300,2680,2130,1680, NE, N,5
CA2N001CC260, ,57.269,-129.065,0.02,0.02,0.02,0.2, ,10,0.2,0.2, , , , ,1829,1737,1737,1783, , , NE, NE,7
CA2N001EG015, ,57.749,-131.196,0.09,0.09,0.09,0.3, ,10,0.3, , , , , ,2000,1750,1750,1920, , , NW, NW,6
CA2N003CE054, ,59.929,-136.947, , , ,0.2, , ,0.1,4.1,0.2, , , ,1710,1450, , , ,1520, , NE,9
CA2N001EE057, ,57.359,-130.792,0.05,0.05,0.05,0.1, ,10,0.1, , , , , ,1680,1640,1640,1660, , , W, W,7
CA2N001AD152, ,57.342,-128.578,0.05,0.05,0.05,0.3, ,10,0.3, , , , , ,2012,1829,1829,1905, , , NE, NE,6
CA2O014AR106, ,61.188,-139.936,0.63,0.63,0.42,0.5, , ,0.9,0.4,0.3, , , ,2740,2090,2390,2620,2500,2450, E, SE,5
CA2N001CC128, ,57.287,-129.43,0.02,0.02,0.02,0.1, ,10,0.1,0.2, , , , ,1905,1874,1874,1890, , , NE, NE,7
CA2O014AE027, ,61.855,-138.708, , , ,0.2, , ,0.1,2.1,0.2, , , ,1385,1190, , , ,1250, , NE,9
CA2N001GJ108, ,57.028,-129.967,0.05,0.05,0.05,0.5, ,10,0.5, , , , , ,1740,1590,1590, , , , SE, SE,7
CA2N001EF190, ,57.642,-131.113,0.35,0.35,0.35,0.3, ,10,0.3, , , , , ,1920,1661,1661,1798, , , NW, NW,6
CA2A48000302, ,61.875,-127.75, , , , , , , , , , ,250000, ,2550,2460, , , , , , ,0
CA2O014BF026, ,61.389,-140.6,3.58,3.58,2.43, , , ,0.8,4.2,0.8, , , ,2960,1680,2040,2440,2230,2160, W, W,5
CA2N001FB066, ,57.02,-131.919,0.03,0.03,0.03,0.5, ,10,0.5,0.2, , , , ,920,600,600,730, , , S, S,7
CA2N003BH078, ,60.452,-138.406, , , ,0.8, , ,0.8,0.4,0.3, , , ,2290,1820,1820,2130,1980,1910, SE, SE,6
CA2N001GJ308, ,56.857,-130.199,0.35,0.35,0.3,0.9, ,10,0.7,0.2,0.4, , , ,1890,1430,1500,1705,1620,1550, NE, N,6
CA2N003CH078, ,59.311,-137.575, , , ,0.3, , ,0.7,0.4,0.8, , , ,1740,1220,1370,1620,1540,1450, SE, SE,5
US2A00104004, ,68.233,-152.95,0.18,0.18, , , , ,0.6, , , ,63360, ,1830,1520, , , , , N, N,6
CA2N001BA029, ,58.317,-129.548,0.47,0.47,0.47,0.6, ,10,0.6, , , , , ,1750,1600,1600,1700, , , NE, NE,6
CA2N001CC159, ,57.274,-129.309,0.03,0.03,0.03,0.3, ,10,0.3,0.2, , , , ,1844,1768,1768, , , , NE, NE,7
CA2N001CC097, ,57.293,-129.309,3.66,3.66,3.66,0.2, ,50,0.2,2.1,0.5, , , ,2042,1707,1707,2012, ,1890, NW, W,6
CA2N001EA007, ,57.65,-131.792,0.26,0.26,0.26,0.8, ,10,0.8,0.2, , , , ,1676,1463,1463,1524, , , NW, NW,6
CA2O014AM033, ,61.177,-138.878,0.46,0.46,0.17,0.4, , ,0.3,4.1,0.3, , , ,2260,1770,2130,2250,2240,2190, N, N,5
CA2O014AP010, ,60.97,-139.482,0.16,0.16,0.16,0.7, , ,0.7, , , , , ,2480,2070,2070,2280, , , N, N,5
CA2O014AE002, ,61.973,-138.613, , , ,0.3, , , ,0.2,0.3, , , ,1675,1250, , , ,1615, , NE,9
CA2N001CC147, ,57.265,-129.352,0.02,0.02,0.02,0.2, ,10,0.2,0.2, , , , ,1981,1966,1966,1974, , , S, S,7
CA2O00800102, ,63.625,-130.75, , , , , , , , , , ,250000, ,2420,1800, , , , , , ,0
CA2O014AN117, ,60.932,-139.144,0.33,0.33,0.33, , , , ,0.4,0.3, , , ,2600,2070,2070,2440,2290,2180, NE, NE,5
CA2N003BD066, ,59.932,-138.144,4.31,4.31,3.2,0.6, , ,0.7,4.2,0.6, , , ,1710,850,970,1550,1430,1220, NE, NE,5
CA2N001GF009, ,57.035,-130.483,0.03,0.03,0.03,0.1, ,10,0.1, , , , , ,1625,1485,1485,1505, , , N, N,7
CA2N001FI202, ,57.238,-131.689,0.16,0.16,0.16,0.3, ,10,0.3, , , , , ,1524,1219,1219,1375, , , NW, NW,6
CA2N001EC020, ,58.005,-131.78,0.16,0.16,0.16,0.5, ,10,0.5, , , , , ,1783,1661,1661,1707, , , N, N,6
CA2N001GK248, ,56.626,-130.659,0.06,0.06,0.06,0.1, ,10,0.1, ,0.1, , , ,2060,1540,1540,1830, , , W, W,7
CA2N001GG083, ,57.227,-130.597,0.48,0.48,0.41, , ,10, , ,0.1, , , ,2027,1525,1525,1750, , , NW, NW,6
CA2N001FI017, ,57.36,-131.585,0.47,0.47,0.47,0.8, ,10,0.8, , , , , ,1950,1340,1340,1650, , , E, E,6
CA2O014AS038, ,61.143,-140.127,0.3,0.3,0.26,0.7, , ,0.3,0.3,0.4, , , ,2960,2300,2400,2650,2540,2500, W, S,5
CA2N001BA084, ,58.173,-129.62,0.2,0.2,0.2,0.2, ,10,0.2, ,0.1, , , ,1550,1350,1350,1450, , , NE, NE,6
CA2N003BK017, ,60.679,-138.564,0.66,0.66,0.66,0.4, , ,0.4,0.4,0.6, , , ,2620,2070,2070,2350,2240,2170, NW, NW,5
CA2N003BP035, ,59.526,-137.689, , , ,0.7, , ,0.2,4.1,0.2, , , ,1800,790,1130,1710,1460,1390, SW, W,5
CA2N001FH073, ,57.453,-131.573,0.1,0.1,0.1,0.3, ,10,0.3, , , , , ,1737,1525,1525,1645, , , SE, SE,7
CA2N001FI048, ,57.278,-131.417,1.91,1.91,1.91,0.4, ,25,0.4,2.1,0.1, , , ,2020,1075,1520,1830,1520,1375, E, E,6
CA2N001BA004, ,58.457,-130.439,0.05,0.05,0.05,0.4, ,10,0.4, , , , , ,1676,1600,1600,1615, , , N, N,6
CA2O016CC083, ,60.093,-135.782, , , ,0.6, , ,0.4,0.2,0.6, , , ,2070,1875,1890, , ,1950, , NE,6
CA2N001BA051, ,58.248,-129.605,0.26,0.26,0.26,0.8, ,10,0.8, , , , , ,1850,1500,1500,1650, , , E, E,6
US2A00209012, ,69.15,-145.2,1.4,1.4, , , , ,3.1, , , ,63360, ,2190,1490, , , , , SW, SW,5
CA2N003AD005, ,61.382,-137.759, , , ,0.4, , , ,0.2,0.4, , , ,1645,1570, , , ,1595, , N,9
CA2N001GD034, ,56.87,-130.742,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,1525,1463,1463,1500, , , W, W,7
CA2N001GL038, ,56.578,-130.823,0.43,0.43,0.43,0.4, ,10,0.4,0.2,0.1, , , ,1790,1150,1150,1510, , , NE, NE,6
CA2N001ED011, ,57.673,-131.082,0.26,0.26,0.26,0.3, ,10,0.3, , , , , ,2100,1850,1850,1950, , , E, E,6
CA2N001CC379, ,57.078,-129.292,0.02,0.02,0.02,0.2, ,10,0.2,0.2, , , , ,1798,1707,1707,1737, , , E, E,7
CA2N001GJ209, ,56.829,-130.008,0.04,0.04,0.04,0.4, ,10,0.4,0.2,0.2, , , ,1680,1490,1490,1640,1590,1540, E, E,6
CA2N003BC014, ,59.953,-138.452,0.32,0.32,0.32,0.6, , ,0.6, , , , , ,1680,1360,1360,1520, , , SW, SW,7
CA2N001FA205, ,56.92,-131.926,0.07,0.07,0.07,0.4, ,10,0.4,0.2, , , , ,1340,850,850,1100, , , SW, SW,7
CA2N001CC580, ,57.207,-129.523,0.03,0.03,0.03,0.1, ,10,0.1,0.2, , , , ,2088,1981,1981,2042, , , NE, NE,7
CA2N001EE092, ,57.254,-130.85,0.08,0.08,0.08,0.4, ,10,0.4, , , , , ,1509,1478,1478,1494, , , W, W,7
CA2N002FA005, ,59.047,-137.193, , , ,0.3, , ,0.3,4.1,0.1, , , ,1680,550,550,1280,760,640, N, N,5
CA2N003CD045, ,59.903,-136.621, , , ,0.5, , , ,0.2,0.5, , , ,1770,1560, , , ,1660, , N,9
CA2O016CF049, ,60.213,-136.371, , , ,0.9, , ,0.1,2.1,0.9, , , ,1615,1325, , , ,1525, , SW,0
CA2N001FK035, ,57.076,-131.275,6.93,6.93,6.44,0.6, ,100,0.5,2.1,0.1, , , ,2100,1200,1200,1800,1550,1400, S, S,6
CA2N001GG126, ,57.299,-130.674,0.06,0.06,0.06,0.7, ,10,0.7, , , , , ,1920,1755,1755,1875, , , SE, SE,7
CA2N003CH061, ,59.25,-137.441, , , , , , , ,0.4,0.3, , , ,1860,980,980,1520,1220,1160, NW, NW,5
CA2N001EF092, ,57.372,-131.22,0.07,0.07,0.07,0.4, ,10,0.4, , , , , ,2287,1920,1920,2088, , , NW, NW,6
CA2N001FI056, ,57.342,-131.494,0.09,0.09,0.09,0.2, ,10,0.2, , , , , ,1670,1525,1525,1600, , , SE, SE,7
CA2N001FA143, ,56.815,-131.867,0.02,0.02,0.02,0.8, ,10,0.8,0.2, , , , ,950,820,820,880, , , NW, NW,7
CA2N001FM038, ,56.619,-131.607,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,1735,1690,1690,1720, , , S, S,6
CA2N001BA067, ,58.205,-129.579,0.14,0.14,0.14,0.9, ,10,0.9, , , , , ,1650,1550,1550,1600, , , SW, SW,6
CA2N003BH024, ,60.46,-137.966, , , ,0.9, , , ,0.4,0.9, , , ,1820,1580, , , ,1750, , W,9
CA2N001CC067, ,57.341,-129.321,0.23,0.23,0.23,0.7, ,10,0.7,0.2, , , , ,2134,1829,1829,1981, , , NE, NE,6
CA2N001BA078, ,58.146,-129.589,0.06,0.06,0.06,0.4, ,10,0.4, , , , , ,1650,1600,1600,1640, , , N, N,6
CA2N003CF023, ,59.745,-136.898, , , ,0.6, , , ,0.4,0.6, , , ,1710,1510, , , ,1600, , W,6
CA2N001GH014, ,57.768,-130.103,0.05,0.05, ,0.4, ,10, ,0.2,0.4, , , ,1680,1520, , , ,1620, N, N,9
CA2O014AP007, ,60.971,-139.45,0.39,0.39,0.39,0.5, , ,0.5,0.4,0.6, , , ,2530,1900,1900,2320,2120,2010, N, N,5
US2A00106017, ,68.233,-154.733,0.23,0.23, , , , ,0.6, , , ,63360, ,1980,1740, , , , , NW, NW,6
US2A00211130, ,68.15,-148.917,0.23,0.23, , , , ,0.8, , , ,63360, ,1890,1620, , , , , NE, NE,6
CA2N001AA035, ,58.255,-127.77,0.16,0.16,0.16,0.4, ,10,0.4, , , , , ,1981,1905,1905,1920, , , NW, NW,6
CA2N001GG249, ,57.301,-130.331,0.3,0.3,0.21,0.3, ,10, ,0.2,0.7, , , ,1700,1220,1272,1450, ,1370, NE, NE,6
CA2N001CC642, ,57.31,-129.549,0.08,0.08,0.08,0.4, ,10,0.4,0.2, , , , ,1859,1737,1737,1814, , , NE, NE,7
US2A00207066, ,69.15,-144.867,0.28,0.28, , , , ,0.6, , , ,63360, ,2130,1740, , , , , NW, NW,6
US2N32630000, EXIT,60.16,-149.7,41,41, , , , ,10, , , , ,1130,1615,120, , , , , , ,4
US2A00104061, ,67.833,-154.983,0.39,0.39, , , , ,1.6, , , ,63360, ,1980,1340, , , , , NE, NE,6
CA2N001FH045, ,57.502,-131.503,0.35,0.35,0.35,0.2, ,10,0.2,0.2,0.2, , , ,2103,1768,1768,2012,1996,1951, NW, NW,6
CA2N003AG020, ,60.239,-136.486, , , ,0.2, , ,0.4,0.2,0.4, , , ,1950,1735,1765,1860,1800,1785, N, N,5
CA2O016CC020, ,59.983,-135.579, , , ,0.4, , , ,0.4,0.4, , , ,1890,1620, , , ,1750, , E,6
CA2N003BO068, ,59.864,-137.907, , , ,0.8, , ,0.5,4.3,0.1, , , ,1830,350,580,1430,1070,760, N, NE,5
US2O00601005, ,68.967,-143.983,0.65,0.65, , , , ,1.8, , , ,63360, ,2130,1650, , , , , N, N,6
CA2N001FG021, ,57.399,-131.901,0.24,0.24,0.18,0.2, ,10, ,0.2,0.3, , , ,1311,914,960,1097,1025,945, S, S,6
CA2N001AC125, ,57.25,-128.231,0.03,0.03,0.03,0.3, ,10,0.3, , , , , ,1920,1844,1844,1874, , , E, E,7
CA2N001AD325, ,57.442,-128.868,0.04,0.04,0.04,0.5, ,10,0.5, , , , , ,1981,1737,1737,1768, , , N, N,7
CA2N001GK161, ,56.753,-130.531,0.04,0.04,0.04,0.5, ,10,0.5, , , , , ,1600,1510,1510,1580, , , E, E,7
CA2N002ED040, ,59.672,-135.911, , , ,0.3, , ,0.1,4.1,0.3, , , ,1680,1460, , , ,1620, , SW,6
CA2N001GI321, ,57.198,-129.892,0.01,0.01,0.01,0.2, ,10,0.2, , , , , ,1600,1520,1520,1590, , , N, N,7
CA2O016CF038, ,60.124,-136.467, , , ,0.8, , , ,0.2,0.8, , , ,1675,1555, , , ,1615, , NE,9
CA2N001EG096, ,57.561,-131.26,0.53,0.53,0.24,0.4, ,25,0.7,0.2,0.7, , , ,1951,1402,1570,1676,1554,1524, N, N,9
CA2N001EA152, ,57.607,-132.126,0.28,0.28,0.28,0.9, ,10,0.8,0.2, , , , ,1981,1524,1524,1737, , , N, N,6
CA2N001GD046, ,56.882,-130.817,0.65,0.65,0.65,0.1, ,25,0.1, ,0.1, , , ,1830,1400,1400,1664, , , NW, NW,6
CA2O014AM229, ,61.227,-139.339,0.39,0.39,0.34,0.7, , ,0.7,0.4,0.2, , , ,2740,2300,2300,2560,2380,2340, E, E,5
CA2N003AI028, ,60.538,-137.337, , , ,0.5, , ,0.3,2.3,0.5, , , ,975,750, , , ,820, , NW,9
CA2N001FA100, ,56.783,-131.853,0.06,0.06,0.06,0.4, ,10,0.4,0.2, , , , ,1250,1220,1220,1230, , , SW, SW,7
CA2N002ED092, ,59.74,-135.701, , , ,0.6, , ,0.1,4.1, , , , ,1840,1370,1540,1750,1660,1620, S, S,5
CA2N003BG058, ,60.34,-138.926, , , ,0.8, , ,0.8, ,0.1, , , ,3500,2285,2285,2835, , , N, N,7
CA2N001GJ269, ,56.826,-130.167,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,1920,1890,1890,1910, , , E, E,7
CA2N001GL079, ,56.655,-130.988,0.15,0.15,0.15,0.7, ,10,0.7, , , , , ,1750,1525,1525,1646, , , NW, NW,7
CA2N003CF047, ,59.619,-136.842, , , ,0.9, , ,0.4,0.4,0.9, , , ,2010,1520,1710, , ,1860, , SW,5
CA2N001GH052, ,57.657,-129.94,0.03,0.03,0.03,0.1, ,10,0.1, , , , , ,1860,1830,1830,1840, , , N, N,7
CA2N001GH120, ,57.453,-129.703,0.07,0.07,0.07,0.3, ,10,0.3, , , , , ,1860,1710,1710,1770, , , NE, NE,7
CA2N001FG035, ,57.405,-131.848,1.19,1.19,1.06,0.1, ,25,0.1,0.2,0.7, , , ,1554,975,975,1387,1100,1097, N, N,6
CA2N003CC018, ,60.215,-137.095, , , ,0.6, , , ,20,0.6, , , ,1740,1600, , , ,1680, , E,6
CA2O014AL215, ,61.074,-138.857,0.16,0.16,0.16,0.8, , , ,0.4,0.8, , , ,2210,1940, , , ,2080, , SE,6
CA2N001GF280, ,57.289,-130.699,0.05,0.05,0.05,0.5, ,10,0.5, , , , , ,1951,1885,1885,1895, , , SW, SW,7
CA2N001CC495, ,57.174,-129.387,0.1,0.1,0.1,0.5, ,10,0.5, , , , , ,1981,1768,1768,1890, , , NW, NW,6
CA2N001FG112, ,57.556,-131.867,0.03,0.03,0.03,0.6, ,10,0.6, , , , , ,1463,1036,1036,1280, , , S, S,6
CA2N001GM371, ,56.693,-131.673,0.03,0.03,0.03,0.2, ,10,0.2,0.2, , , , ,1110,960,960,1040, , , N, N,7
US2A00208033, ,69.233,-145.35,0.6,0.6, , , , ,1.3, , , ,63360, ,1950,1400, , , , , N, N,6
US2O90001033, ,67.417,-155.9,0.26,0.26, , , , ,0.5, , , ,63360, ,1620,1550, , , , , NW, NW,6
CA2N001GM232, ,56.64,-131.239,0.06,0.06,0.06,0.6, ,10,0.6,0.2, , , , ,1500,1175,1175,1340, , , SE, SE,7
CA2O014BD021, ,61.568,-140.224,3.18,3.18,3.18, , , ,0.2,2.2, , , , ,1435,1065, , , ,1160, , N,9
CA2N001GK088, ,56.768,-130.363,0.07,0.07,0.07,0.4, ,10,0.4, , , , , ,1420,1400,1400,1410, , , N, N,7
CA2N001CC611, ,57.155,-129.663,0.18,0.18,0.11,0.5, ,10,0.5,0.2,0.2, , , ,1981,1753,1753,1905,1859,1829, NE, NE,6
US2O00303024, ,68.117,-149.867,0.28,0.28, , , , ,1.1, , , ,63360, ,1710,1430, , , , , SE, SE,6
CA2N001CB154, ,57.468,-129.232,0.16,0.16,0.04,0.7, ,10,0.2,0.2,0.5, , , ,2012,1524,1859,1951, ,1737, N, N,6
CA2N001GG199, ,57.302,-130.475,0.07,0.07,0.07,0.8, ,10,0.8, , , , , ,1905,1753,1753,1800, , , NW, NW,7
CA2N001FA167, ,56.819,-131.913,0.1,0.1,0.1,0.3, ,10,0.3,0.2, , , , ,1130,980,980,1050, , , NE, NE,7
US2A00211073, ,68.417,-148.433,0.34,0.34, , , , ,0.8, , , ,63360, ,2130,1740, , , , , NE, NE,6
CA2O014AP035, ,61.048,-139.524,15.04,15.04,14.98,0.4, , ,0.2,4.5,0.1, , , ,2960,1760,1810,2540,2130,1940, N, NE,5
CA2N001FA172, ,56.814,-131.934,0.02,0.02,0.02,0.3, ,10,0.3,0.2, , , , ,1190,1070,1070,1130, , , N, N,7
US2A00207031, ,69.033,-144.2,0.13,0.13, , , , ,0.3, , , ,63360, ,2130,1860, , , , , N, N,7
CA2N001EA506, ,57.85,-132.287,1.36,1.36,1.27,0.2, ,25,0.2,0.2,0.8, , , ,2287,1417,1417,1859, ,1676, E, E,6
CA2O014AL164, ,60.913,-138.898,10.46,10.46,9.04,0.6, , ,0.7,4.2,0.4, , , ,2820,1680,1740,2440,2060,1900, NE, E,5
CA2O016CC003, ,60.048,-135.591, , , ,0.6, , ,0.7,2.1,0.1, , , ,2135,1750,1830,2010,1920,1890, NW, NW,5
CA2N001BF009, ,57.832,-130.175,0.03,0.03,0.01,0.3, ,10,0.1,0.2,0.2, , , ,1825,1775,1800,1800, ,1780, N, N,6
CA2N001EF118, ,57.462,-131.182,0.31,0.31,0.31,0.9, ,10,0.9, , , , , ,1874,1554,1554,1737, , , N, N,6
CA2N001AD266, ,57.328,-128.739,0.05,0.05,0.05,0.4, ,10,0.4, , , , , ,1829,1737,1737,1798, , , NW, NW,7
CA2N003BC005, ,59.858,-138.454,0.62,0.62,0.62,0.8, , ,0.8, , , , , ,1520,1030,1030,1290, , , NW, NW,7
CA2N001FA268, ,56.937,-131.848,0.05,0.05,0.05,0.3, ,10,0.3,0.2, , , , ,1130,880,880,1000, , , E, E,7
CA2N001CC072, ,57.355,-129.356,0.02,0.02,0.02,0.1, ,10,0.1,0.2, , , , ,1951,1798,1798,1859, , , NE, NE,7
CA2N003BE019, ,60.144,-138.272, , , ,0.7, , ,0.8,4.3,0.5, , , ,1890,970,970,1560,1390,1260, E, E,5
CA2N003CF057, ,59.691,-136.721, , , ,0.7, , ,0.7,0.4,0.9, , , ,1860,1460,1460,1740,1660,1600, SW, SW,5
CA2N001FH062, ,57.462,-131.495,0.55,0.55,0.55,0.3, ,25,0.3,0.2,0.1, , , ,2250,1615,1615,1800,1710,1690, SW, SW,6
CA2N001GG256, ,57.334,-130.382,0.04,0.04,0.04,0.4, ,10,0.4, , , , , ,1600,1463,1463,1540, , , N, N,7
CA2N001FH133, ,57.429,-131.628,0.55,0.55,0.55,0.3, ,25,0.3,0.2,0.4, , , ,0,1555, , , , , S, S,6
CA2N001GJ331, ,56.848,-130.282,0.1,0.1,0.1,0.7, ,10,0.7, , , , , ,1830,1490,1490,1590, , , E, E,6
CA2N001EF185, ,57.637,-131.176,0.4,0.4,0.4,0.1, ,10,0.1, ,0.1, , , ,1981,1600,1600,1753, , , NE, NE,6
CA2N001FK073, ,56.882,-131.532,11.46,11.46,7.56,0.6, ,150,0.4,2.9,0.7, , , ,2621,152,460,1737,1480,547, NE, NW,5
CA2N003CC015, ,60.212,-137.064, , , ,0.7, , ,0.7,20,0.7, , , ,1830,1560,1560, , ,1720, , N,6
CA2N001GG316, ,57.391,-130.65,0.14,0.14,0.14, , ,10, , ,0.1, , , ,2027,1585,1585,1730, , , NW, NW,7
CA2N003BJ002, ,60.724,-138.239, , , ,0.9, , , ,0.4,0.9, , , ,1430,1270, , , ,1330, , NE,9
CA2N001GJ280, ,56.867,-130.083,0.05,0.05,0.05,0.3, ,10,0.3, , , , , ,1710,1520,1520,1610, , , N, N,6
US2A00211060, ,68.433,-148.5,0.26,0.26, , , , ,1.3, , , ,63360, ,2130,1620, , , , , NW, NW,6
CA2O014BF072, ,61.365,-140.835,3.29,3.29,3.29,0.5, , ,0.5,4.1,0.7, , , ,3110,1950,1950,2650,2230,2070, NW, NW,5
CA2N001FG101, ,57.51,-131.903,0.05,0.05,0.05,0.5, ,10,0.5, , , , , ,1036,792,792,869, , , SE, SE,6
CA2O016CF019, ,60.103,-136.338, , , ,0.3, , ,0.6,2.1, , , , ,1980,1735,1830,1920,1895,1875, W, W,6
CA2N001FA086, ,56.796,-131.895,0.03,0.03,0.03,0.2, ,10,0.2,0.2, , , , ,760,670,670,710, , , SW, SW,7
CA2O014AO054, ,60.813,-139.355,4.44,4.44,4.44,0.7, , ,0.7, ,0.4, , , ,3230,2180,2180,2710, , , N, N,5
US2A00102038, ,68.233,-150.85,0.21,0.21, , , , ,0.6, , , ,63360, ,1890,1680, , , , , NW, NW,6
CA2N001FA249, ,56.906,-131.844,0.13,0.13,0.13,0.7, ,10,0.7,0.2, , , , ,760,560,560,660, , , NE, NE,7
CA2N001FF021, ,57.332,-132.156,11.81,11.81,10.41,0.8, ,150,0.9,2.6,0.6, , , ,2230,160,160,1825,1400,195, W, W,5
CA2O016CB011, ,60.518,-135.796, , , ,0.4, , , ,0.2,0.4, , , ,1950,1765, , , ,1830, , NE,9
CA2N001FM181, ,56.478,-131.604,0.19,0.19,0.19, , ,10, , ,0.1, , , ,1463,1219,1219,1372, , , NW, NW,6
CA2N001BA062, ,58.217,-129.54,0.42,0.42,0.42,0.6, ,10,0.6, ,0.1, , , ,1800,1600,1600,1675, , , W, W,6
CA2N001EA033, ,57.448,-131.975,1.66,1.66,1.48,0.9, ,50,0.9,0.2,0.5, , , ,1920,1463,1646,1646,1768,1585, W, W,5
US2A00207080, ,69.283,-144.85,0.52,0.52, , , , , , , , ,63360, ,2100,1600, , , , , N, N,6
CA2N001GG081, ,57.228,-130.59,0.05,0.05,0.05,0.2, ,10,0.2, , , , , ,1920,1700,1700,1710, , , NE, NE,7
CA2N001EA432, ,57.782,-132.037,1.25,1.25,1.14, , ,25, ,0.2,0.5, , , ,2287,1676,1676,2012,1722,1722, SE, SE,6
CA2N001EA361, ,57.87,-132.449,7.23,7.23,7.23, , ,100, ,0.2,0.4, , , ,2164,762,762,1829, , , E, E,5
CA2O014AR020, ,61.116,-139.798,0.81,0.81,0.7, , , ,0.9,4.1,0.3, , , ,2800,1770,1820,2610,2410,2120, NE, NE,5
CA2N001GG399, ,57.561,-130.605,0.03,0.03,0.03,0.3, ,10,0.3, , , , , ,1917,1875,1875,1895, , , E, E,7
US2O00601008, ,68.967,-144.033,0.1,0.1, , , , ,0.6, , , ,63360, ,2130,1890, , , , , NE, NE,6
CA2O014AO028, ,60.821,-139.22,2.19,2.19,2.19,0.1, , ,0.1, ,0.2, , , ,2990,2390,2390,2690, , , NE, NE,5
CA2N003BG053, ,60.285,-138.598, , , ,0.9, , ,1,4.1,0.4, , , ,2180,1340,1340,1480,1370,1360, NE, E,5
CA2N003AI115, ,60.607,-137.468, , , ,0.5, , ,0.8,2.2,0.2, , , ,2165,1525,1850,2040,1920,1885, NW, NW,5
CA2N001GH174, ,57.542,-129.788,0.04,0.04,0.04,0.1, ,10,0.1, , , , , ,1980,1740,1740,1970, , , NE, NE,6
CA2N001GC009, ,56.787,-131.012,0.48,0.48,0.48,0.1, ,10,0.1,0.2,0.1, , , ,1798,1341,1341,1676, , , SE, SE,6
CA2N001GF178, ,57.086,-130.904,0.86,0.86,0.79,0.6, ,25,0.1, ,0.1, , , ,1874,1067,1400,1650, , , NW, NW,6
CA2N001GM003, ,56.617,-131.064,0.19,0.19,0.19,0.9, ,10,0.9,0.2, , , , ,1500,1200,1200,1375, , , NW, NW,6
CA2N001GG078, ,57.225,-130.552,0.47,0.47,0.47,0.7, ,10,0.7, , , , , ,1645,1366,1366,1510, , , N, N,6
